query_id,scene_id,operator,prompt_mode,descriptor_level,context_scope,language,example_a,example_b,example_ref,gt_value,gt_object_a,gt_object_b,grounded_a,grounded_b,grounding_correct,e_total_surface,e_total_centroid,nearest_vlm_answer,nearest_vlm_dist,vlm_response,error,__source,provider,model,E_grounding,score
test_stage1_dn_0019,scene0106_00,distance,context,2.0,reference_only,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l2_ref_only_en_qwen3vl32b_run2.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0019,scene0106_00,distance,context,2.0,all,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l2_en_qwen3vl32b_run2.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0019,scene0106_00,distance,context,3.0,all,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l3_en_qwen3vl32b_run2.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0019,scene0106_00,distance,context,1.0,all,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l1_en_qwen3vl235b_run1.csv,openrouter,qwen/qwen3-vl-235b-a22b-instruct,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0019,scene0106_00,distance,context,2.0,all,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l2_en_qwen3vl32b_run1.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0019,scene0106_00,distance,context,1.0,all,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l1_en_qwen3vl8b_run1.csv,openrouter,qwen/qwen3-vl-8b-instruct,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0019,scene0106_00,distance,context,1.0,all,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l1_en.csv,,,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0019,scene0106_00,distance,context,2.0,reference_only,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l2_ref_only_en_qwen3vl32b_run1.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0019,scene0106_00,distance,context,1.0,all,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l1_en_qwen3vl8b_run2.csv,openrouter,qwen/qwen3-vl-8b-instruct,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0019,scene0106_00,distance,context,3.0,all,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l3_en_run2.csv,,,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0019,scene0106_00,distance,context,2.0,all,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l2_en.csv,,,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0019,scene0106_00,distance,context,1.0,all,en,scene0106_00__door_037,scene0106_00__monitor_021,,0.1978783160448074,scene0106_00__chair_018,scene0106_00__table_002,scene0106_00__chair_012,scene0106_00__table_001,False,0.7287324439021458,1.390372633934021,,,"scene0106_00__chair_012, scene0106_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l1_en_run2.csv,,,0.7287324439021458,-0.005079064552160808
test_stage1_dn_0002,scene0012_01,distance,context,2.0,reference_only,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_016,scene0012_01__table_008,False,0.7255560548857759,1.4711356163024902,,,"scene0012_01__door_016, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l2_ref_only_en_run2.csv,,,0.7255560548857759,-0.005541900964169616
test_stage1_dn_0002,scene0012_01,distance,context,2.0,reference_only,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_016,scene0012_01__table_008,False,0.7255560548857759,1.4711356163024902,,,"scene0012_01__door_016, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l2_ref_only_en.csv,,,0.7255560548857759,-0.005541900964169616
test_stage1_dn_0002,scene0012_01,distance,original,,,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_baseline_en_qwen3vl32b_run2.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0002,scene0012_01,distance,context,2.0,reference_only,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l2_ref_only_en_qwen3vl32b_run1.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0002,scene0012_01,distance,context,1.0,all,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l1_en.csv,,,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0002,scene0012_01,distance,context,1.0,all,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l1_en_qwen3vl32b_run1.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0002,scene0012_01,distance,context,2.0,reference_only,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l2_ref_only_en_qwen3vl32b_run2.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0002,scene0012_01,distance,context,3.0,all,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l3_en_qwen3vl32b_run2.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0002,scene0012_01,distance,context,2.0,all,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l2_en_qwen3vl32b_run2.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0002,scene0012_01,distance,context,1.0,all,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l1_en_run2.csv,,,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0002,scene0012_01,distance,original,,,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_baseline_en_qwen3vl32b_run1.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0002,scene0012_01,distance,context,1.0,all,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l1_en_qwen3vl32b_run2.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0002,scene0012_01,distance,context,3.0,all,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l3_en_qwen3vl32b_run1.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0002,scene0012_01,distance,context,2.0,all,en,scene0012_01__chair_002,scene0012_01__chair_001,,0.5864425897598267,scene0012_01__door_032,scene0012_01__table_008,scene0012_01__door_033,scene0012_01__table_008,False,0.7212722242864544,1.4108028411865234,,,"scene0012_01__door_033, scene0012_01__table_008",,e2e_grounding_test_official_raw_distance_ctx_l2_en_qwen3vl32b_run1.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7212722242864544,-0.006198062668802342
test_stage1_dn_0030,scene0140_00,distance,context,2.0,all,en,scene0140_00__door_034,scene0140_00__cabinet_002,,0.183088332414627,scene0140_00__chair_046,scene0140_00__table_001,scene0140_00__chair_004,scene0140_00__table_001,False,0.8795595278054803,2.492703676223755,,,"scene0140_00__chair_004, scene0140_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l2_en_qwen3vl235b_run1.csv,openrouter,qwen/qwen3-vl-235b-a22b-instruct,0.8795595278054803,-0.006329718464630986
test_stage1_dn_0030,scene0140_00,distance,original,,,en,scene0140_00__door_034,scene0140_00__cabinet_002,,0.183088332414627,scene0140_00__chair_046,scene0140_00__table_001,scene0140_00__chair_004,scene0140_00__table_001,False,0.8795595278054803,2.492703676223755,,,"scene0140_00__chair_004, scene0140_00__table_001",,e2e_grounding_test_official_raw_distance_baseline_en_qwen3vl8b_run2.csv,openrouter,qwen/qwen3-vl-8b-instruct,0.8795595278054803,-0.006329718464630986
test_stage1_dn_0030,scene0140_00,distance,context,2.0,reference_only,en,scene0140_00__door_034,scene0140_00__cabinet_002,,0.183088332414627,scene0140_00__chair_046,scene0140_00__table_001,scene0140_00__chair_004,scene0140_00__table_001,False,0.8795595278054803,2.492703676223755,,,"scene0140_00__chair_004, scene0140_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l2_ref_only_en_qwen3vl235b_run2.csv,openrouter,qwen/qwen3-vl-235b-a22b-instruct,0.8795595278054803,-0.006329718464630986
test_stage1_dn_0030,scene0140_00,distance,original,,,en,scene0140_00__door_034,scene0140_00__cabinet_002,,0.183088332414627,scene0140_00__chair_046,scene0140_00__table_001,scene0140_00__chair_004,scene0140_00__table_001,False,0.8795595278054803,2.492703676223755,,,"scene0140_00__chair_004, scene0140_00__table_001",,e2e_grounding_test_official_raw_distance_baseline_en_qwen3vl235b_run1.csv,openrouter,qwen/qwen3-vl-235b-a22b-instruct,0.8795595278054803,-0.006329718464630986
test_stage1_dn_0030,scene0140_00,distance,context,3.0,all,en,scene0140_00__door_034,scene0140_00__cabinet_002,,0.183088332414627,scene0140_00__chair_046,scene0140_00__table_001,scene0140_00__chair_004,scene0140_00__table_001,False,0.8795595278054803,2.492703676223755,,,"scene0140_00__chair_004, scene0140_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l3_en_qwen3vl235b_run1.csv,openrouter,qwen/qwen3-vl-235b-a22b-instruct,0.8795595278054803,-0.006329718464630986
test_stage1_dn_0030,scene0140_00,distance,original,,,en,scene0140_00__door_034,scene0140_00__cabinet_002,,0.183088332414627,scene0140_00__chair_046,scene0140_00__table_001,scene0140_00__chair_004,scene0140_00__table_001,False,0.8795595278054803,2.492703676223755,,,"scene0140_00__chair_004, scene0140_00__table_001",,e2e_grounding_test_official_raw_distance_baseline_en_qwen3vl8b_run1.csv,openrouter,qwen/qwen3-vl-8b-instruct,0.8795595278054803,-0.006329718464630986
test_stage1_dn_0030,scene0140_00,distance,context,3.0,all,en,scene0140_00__door_034,scene0140_00__cabinet_002,,0.183088332414627,scene0140_00__chair_046,scene0140_00__table_001,scene0140_00__chair_004,scene0140_00__table_001,False,0.8795595278054803,2.492703676223755,,,"scene0140_00__chair_004, scene0140_00__table_001",,e2e_grounding_test_official_raw_distance_ctx_l3_en_qwen3vl235b_run2.csv,openrouter,qwen/qwen3-vl-235b-a22b-instruct,0.8795595278054803,-0.006329718464630986
test_stage1_dn_0030,scene0140_00,distance,original,,,en,scene0140_00__door_034,scene0140_00__cabinet_002,,0.183088332414627,scene0140_00__chair_046,scene0140_00__table_001,scene0140_00__chair_004,scene0140_00__table_001,False,0.8795595278054803,2.492703676223755,,,"scene0140_00__chair_004, scene0140_00__table_001",,e2e_grounding_test_official_raw_distance_baseline_en_qwen3vl32b_run1.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.8795595278054803,-0.006329718464630986
test_stage1_dn_0030,scene0140_00,distance,original,,,en,scene0140_00__door_034,scene0140_00__cabinet_002,,0.183088332414627,scene0140_00__chair_046,scene0140_00__table_001,scene0140_00__chair_004,scene0140_00__table_001,False,0.8795595278054803,2.492703676223755,,,"scene0140_00__chair_004, scene0140_00__table_001",,e2e_grounding_test_official_raw_distance_baseline_en_qwen3vl32b_run2.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.8795595278054803,-0.006329718464630986
test_stage1_dn_0026,scene0137_01,distance,context,2.0,reference_only,en,scene0137_01__table_015,scene0137_01__bed_002,,0.2886812686920166,scene0137_01__chair_007,scene0137_01__monitor_009,scene0137_01__chair_007,scene0137_01__monitor_013,False,0.7132353794920224,1.4204246997833252,,,"scene0137_01__chair_007, scene0137_01__monitor_013",,e2e_grounding_test_official_raw_distance_ctx_l2_ref_only_en.csv,,,0.7132353794920224,-0.00752809937189337
test_stage1_dn_0026,scene0137_01,distance,context,2.0,reference_only,en,scene0137_01__table_015,scene0137_01__bed_002,,0.2886812686920166,scene0137_01__chair_007,scene0137_01__monitor_009,scene0137_01__chair_007,scene0137_01__monitor_013,False,0.7132353794920224,1.4204246997833252,,,"scene0137_01__chair_007, scene0137_01__monitor_013",,e2e_grounding_test_official_raw_distance_ctx_l2_ref_only_en_qwen3vl235b_run1.csv,openrouter,qwen/qwen3-vl-235b-a22b-instruct,0.7132353794920224,-0.00752809937189337
test_stage1_dn_0026,scene0137_01,distance,context,2.0,all,en,scene0137_01__table_015,scene0137_01__bed_002,,0.2886812686920166,scene0137_01__chair_007,scene0137_01__monitor_009,scene0137_01__chair_007,scene0137_01__monitor_013,False,0.7132353794920224,1.4204246997833252,,,"scene0137_01__chair_007, scene0137_01__monitor_013",,e2e_grounding_test_official_raw_distance_ctx_l2_en_qwen3vl8b_run1.csv,openrouter,qwen/qwen3-vl-8b-instruct,0.7132353794920224,-0.00752809937189337
test_stage1_dn_0026,scene0137_01,distance,context,2.0,all,en,scene0137_01__table_015,scene0137_01__bed_002,,0.2886812686920166,scene0137_01__chair_007,scene0137_01__monitor_009,scene0137_01__chair_007,scene0137_01__monitor_013,False,0.7132353794920224,1.4204246997833252,,,"scene0137_01__chair_007, scene0137_01__monitor_013",,e2e_grounding_test_official_raw_distance_ctx_l2_en_qwen3vl32b_run1.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7132353794920224,-0.00752809937189337
test_stage1_dn_0026,scene0137_01,distance,context,2.0,reference_only,en,scene0137_01__table_015,scene0137_01__bed_002,,0.2886812686920166,scene0137_01__chair_007,scene0137_01__monitor_009,scene0137_01__chair_007,scene0137_01__monitor_013,False,0.7132353794920224,1.4204246997833252,,,"scene0137_01__chair_007, scene0137_01__monitor_013",,e2e_grounding_test_official_raw_distance_ctx_l2_ref_only_en_qwen3vl235b_run2.csv,openrouter,qwen/qwen3-vl-235b-a22b-instruct,0.7132353794920224,-0.00752809937189337
test_stage1_dn_0026,scene0137_01,distance,context,2.0,all,en,scene0137_01__table_015,scene0137_01__bed_002,,0.2886812686920166,scene0137_01__chair_007,scene0137_01__monitor_009,scene0137_01__chair_007,scene0137_01__monitor_013,False,0.7132353794920224,1.4204246997833252,,,"scene0137_01__chair_007, scene0137_01__monitor_013",,e2e_grounding_test_official_raw_distance_ctx_l2_en_qwen3vl32b_run2.csv,openrouter,qwen/qwen3-vl-32b-instruct,0.7132353794920224,-0.00752809937189337
test_stage1_dn_0026,scene0137_01,distance,context,2.0,all,en,scene0137_01__table_015,scene0137_01__bed_002,,0.2886812686920166,scene0137_01__chair_007,scene0137_01__monitor_009,scene0137_01__chair_007,scene0137_01__monitor_013,False,0.7132353794920224,1.4204246997833252,,,"scene0137_01__chair_007, scene0137_01__monitor_013",,e2e_grounding_test_official_raw_distance_ctx_l2_en_run2.csv,,,0.7132353794920224,-0.00752809937189337
test_stage1_dn_0026,scene0137_01,distance,context,2.0,all,en,scene0137_01__table_015,scene0137_01__bed_002,,0.2886812686920166,scene0137_01__chair_007,scene0137_01__monitor_009,scene0137_01__chair_007,scene0137_01__monitor_013,False,0.7132353794920224,1.4204246997833252,,,"scene0137_01__chair_007, scene0137_01__monitor_013",,e2e_grounding_test_official_raw_distance_ctx_l2_en_qwen3vl235b_run2.csv,openrouter,qwen/qwen3-vl-235b-a22b-instruct,0.7132353794920224,-0.00752809937189337
